school,sex,age,address,famsize,Pstatus,guardian,nursery,higher,internet,romantic,famrel,Dalc,Walc,health
MS,F,17,R,GT3,T,mother,no,yes,yes,no,4,2,3,1
MS,M,18,U,GT3,T,father,no,yes,yes,no,3,1,4,2
MS,M,18,R,GT3,T,mother,no,yes,yes,yes,4,1,3,5
MS,M,17,U,GT3,T,father,yes,yes,yes,no,4,1,1,3
MS,M,19,R,GT3,T,mother,yes,yes,no,no,4,1,3,5
MS,M,18,R,GT3,T,father,yes,yes,no,no,5,4,3,3
MS,F,18,R,GT3,T,mother,yes,yes,no,no,5,1,3,4
MS,F,18,R,GT3,T,mother,yes,yes,yes,yes,4,2,2,5
MS,F,19,R,GT3,T,mother,no,yes,yes,no,5,1,2,5
MS,F,18,U,LE3,T,mother,yes,yes,yes,no,4,1,1,1
MS,F,18,U,GT3,T,mother,yes,yes,no,no,1,1,1,5
MS,M,20,U,LE3,A,other,yes,yes,no,no,5,4,5,4
MS,M,17,U,LE3,T,mother,no,yes,yes,no,2,3,4,2
MS,M,21,R,GT3,T,other,no,yes,no,no,5,3,3,3
MS,M,18,R,LE3,T,mother,no,yes,yes,no,4,3,4,5
MS,M,19,U,LE3,T,father,yes,yes,yes,no,3,3,3,5
